topic,crops,parameter,fact_type,statement,value,min_value,max_value,unit,condition,action,evidence_quote,confidence,source_file,source_name,page_start,page_end,section,chunk_id,relevance_score,provenance,knowledge_text,fact_id
tillage_cover_crops,,cover crop growing period before planting,management_action,"Planting green extends the cover crop growing period rather than killing it 2-3 weeks ahead of planting, which is especially beneficial in cool climates.",,,,None,planting green in cool climates,Planting green extends the cover crop growing period rather than killing it 2-3 weeks ahead of planting.,"This allows the benefits of the cover crop to be maximized by extending its growing period rather than killing it 2–3 weeks ahead of planting, which is especially beneficial",0.8,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,263,263,,7680a9a45caf6ced8d0903cd800a850835e267ee,0.5225,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 263, ""page_end"": 263, ""chunk_id"": ""7680a9a45caf6ced8d0903cd800a850835e267ee"", ""evidence_quote"": ""This allows the benefits of the cover crop to be maximized by extending its growing period rather than killing it 2–3 weeks ahead of planting, which is especially beneficial""}]","Parameter: cover crop growing period before planting
Fact: Planting green extends the cover crop growing period rather than killing it 2-3 weeks ahead of planting, which is especially beneficial in cool climates.
Condition: planting green in cool climates
Recommended action: Planting green extends the cover crop growing period rather than killing it 2-3 weeks ahead of planting.",fa767f8c8c8af149ae950cdacb53e83c6ad36876
tillage_cover_crops,,cover crop growth stage for roller-crimper termination,growth_stage_requirement,Cover crops must have gone through the early stages of reproduction for the roller-crimper to kill them but must not be fully matured to avoid viable seeds that could become weeds in the following crop.,,,,None,roller-crimper termination of cover crops,None,Cover crops must have gone through the early stages of reproduction in order for the roller-crimper to kill them but must not be fully matured to avoid viable seeds that could become weeds in the following crop.,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,263,263,,7680a9a45caf6ced8d0903cd800a850835e267ee,0.5225,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 263, ""page_end"": 263, ""chunk_id"": ""7680a9a45caf6ced8d0903cd800a850835e267ee"", ""evidence_quote"": ""Cover crops must have gone through the early stages of reproduction in order for the roller-crimper to kill them but must not be fully matured to avoid viable seeds that could become weeds in the following crop.""}]","Parameter: cover crop growth stage for roller-crimper termination
Fact: Cover crops must have gone through the early stages of reproduction for the roller-crimper to kill them but must not be fully matured to avoid viable seeds that could become weeds in the following crop.
Condition: roller-crimper termination of cover crops
Recommended action: None",5acbfdcacfdbded2f6ba5242b9507c4adaadfb5c
tillage_residue_management,,surface residue cover,threshold,Conservation tillage systems leave more than 30% of the soil surface covered with crop residue.,30.0,,,%,soil surface covered with crop residue,None,Conservation tillage systems leave more than 30% of the soil surface covered with crop residue.,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,255,255,,ce5d8e193fdb7b23509ddccffb2476ca81de1dc7,0.5631,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 255, ""page_end"": 255, ""chunk_id"": ""ce5d8e193fdb7b23509ddccffb2476ca81de1dc7"", ""evidence_quote"": ""Conservation tillage systems leave more than 30% of the soil surface covered with crop residue.""}]","Parameter: surface residue cover
Fact: Conservation tillage systems leave more than 30% of the soil surface covered with crop residue.
Explicit value: 30 %
Condition: soil surface covered with crop residue
Recommended action: None",5605ac58761fc2737695a709c24d1a68b286d2a1
tillage_residue_management,corn; cereals,crop residue remaining after harvest,other_agronomic_fact,"After harvest, 90-95% of crop residue remains for corn or cereals.",,90.0,95.0,%,After harvest,None,After harvest | 90–95% | 60–80%,0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,257,257,,58b6c3dbfe5ddede17d6ca6bd29862e6b0cdd1f3,0.6357,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 257, ""page_end"": 257, ""chunk_id"": ""58b6c3dbfe5ddede17d6ca6bd29862e6b0cdd1f3"", ""evidence_quote"": ""After harvest | 90–95% | 60–80%""}]","Crop: corn, cereals
Parameter: crop residue remaining after harvest
Fact: After harvest, 90-95% of crop residue remains for corn or cereals.
Explicit range: 90 to 95 %
Condition: After harvest
Recommended action: None",7398c30bd929414c20ee03a487f160d66fc9e696
tillage_residue_management,soybeans,crop residue remaining after harvest,other_agronomic_fact,"After harvest, 60-80% of crop residue remains for soybeans.",,60.0,80.0,%,After harvest,None,After harvest | 90–95% | 60–80%,0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,257,257,,58b6c3dbfe5ddede17d6ca6bd29862e6b0cdd1f3,0.6357,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 257, ""page_end"": 257, ""chunk_id"": ""58b6c3dbfe5ddede17d6ca6bd29862e6b0cdd1f3"", ""evidence_quote"": ""After harvest | 90–95% | 60–80%""}]","Crop: soybeans
Parameter: crop residue remaining after harvest
Fact: After harvest, 60-80% of crop residue remains for soybeans.
Explicit range: 60 to 80 %
Condition: After harvest
Recommended action: None",fac0f46398bc6951742e2eb086e9b4b532386258
value_to_cost_ratio,cassava,value to cost ratio,optimal_range,The average value to cost ratio (VCR) under the FM regime was 3.6 USD USD−1 and higher than the average VCR (1.6) under the FC regime.,3.6,1.6,,USD USD−1,"soil fertility, rainfall, crop duration, nutrients ratios",None,"The average value to cost ratio (VCR) under the FM regime was 3.6 USD USD−1 and higher than the average VCR (1.6) under the FC regime, an indication that N was perhaps the most yield limiting nutrient in our study environment.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/U21ArtNwokoroDevelopingInthomDev.pdf-6face2306e0a7c7ee6035b983d53f42b.pdf,U21ArtNwokoroDevelopingInthomDev.pdf-6face2306e0a7c7ee6035b983d53f42b.pdf,10,10,,17e97956a784488ad215f0a3677557b1ada969bd,0.5252,"[{""source_name"": ""U21ArtNwokoroDevelopingInthomDev.pdf-6face2306e0a7c7ee6035b983d53f42b.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/U21ArtNwokoroDevelopingInthomDev.pdf-6face2306e0a7c7ee6035b983d53f42b.pdf"", ""page_start"": 10, ""page_end"": 10, ""chunk_id"": ""17e97956a784488ad215f0a3677557b1ada969bd"", ""evidence_quote"": ""The average value to cost ratio (VCR) under the FM regime was 3.6 USD USD−1 and higher than the average VCR (1.6) under the FC regime, an indication that N was perhaps the most yield limiting nutrient in our study environment.""}]","Crop: cassava
Parameter: value to cost ratio
Fact: The average value to cost ratio (VCR) under the FM regime was 3.6 USD USD−1 and higher than the average VCR (1.6) under the FC regime.
Explicit value: 3.6 USD USD−1
Condition: soil fertility, rainfall, crop duration, nutrients ratios
Recommended action: None",4833dd69114f5cbafa0f89ae6726b9edd3d5328e
weather_crop_interaction,,crop evapotranspiration calculation approaches,definition,Two approaches are presented to derive crop evapotranspiration from ETo: the single Kc coefficient approach and the dual Kc approach that splits Kc into evaporation (Ke) and transpiration (Kcb) components.,,,,None,None,None,"The first approach integrates the relationships between evapotranspiration of the crop and the reference surface into a single Kc coefficient. In the second approach, Kc is split into two factors that separately describe the evaporation (Ke) and transpiration (Kcb) components.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf,Fao56.pdf,4,4,,65521cf4ed6de127e41fe03f836c4516fe389545,0.622,"[{""source_name"": ""Fao56.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf"", ""page_start"": 4, ""page_end"": 4, ""chunk_id"": ""65521cf4ed6de127e41fe03f836c4516fe389545"", ""evidence_quote"": ""The first approach integrates the relationships between evapotranspiration of the crop and the reference surface into a single Kc coefficient. In the second approach, Kc is split into two factors that separately describe the evaporation (Ke) and transpiration (Kcb) components.""}]","Parameter: crop evapotranspiration calculation approaches
Fact: Two approaches are presented to derive crop evapotranspiration from ETo: the single Kc coefficient approach and the dual Kc approach that splits Kc into evaporation (Ke) and transpiration (Kcb) components.
Condition: None
Recommended action: None",039bbda08da07c5128d0848c6e86dcf49128b2dd
weather_crop_interaction,,dual crop coefficient,definition,A dual crop coefficient approach is available for estimating crop evapotranspiration.,,,,None,dual crop coefficient method,None,Dual crop coefficient,0.85,/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf,Fao56.pdf,19,19,,30f27156a627ce4c4a1af21c62543226b3d421a5,0.6237,"[{""source_name"": ""Fao56.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf"", ""page_start"": 19, ""page_end"": 19, ""chunk_id"": ""30f27156a627ce4c4a1af21c62543226b3d421a5"", ""evidence_quote"": ""Dual crop coefficient""}]","Parameter: dual crop coefficient
Fact: A dual crop coefficient approach is available for estimating crop evapotranspiration.
Condition: dual crop coefficient method
Recommended action: None",0bc0fa6d7f557fbda62bb7d86331aa89d13c8f79
weather_crop_interaction,,erosion,cause_effect,Climate and soil type are important factors affecting erosion.,,,,None,climate and soil type,None,Climate and soil type are important factors affecting erosion.,0.97,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,230,230,,943b333286b99bc3a6f7ad45f397a0cd4cc4d3e6,0.5485,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 230, ""page_end"": 230, ""chunk_id"": ""943b333286b99bc3a6f7ad45f397a0cd4cc4d3e6"", ""evidence_quote"": ""Climate and soil type are important factors affecting erosion.""}]","Parameter: erosion
Fact: Climate and soil type are important factors affecting erosion.
Condition: climate and soil type
Recommended action: None",909a1618470105eceb19e77e4a5eab5c0ca5e782
weather_crop_interaction,,erosion,cause_effect,Intense or prolonged rainstorms are major factors affecting erosion.,,,,None,intense or prolonged rainstorms,None,Intense or prolonged rainstorms are major,0.95,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,230,230,,943b333286b99bc3a6f7ad45f397a0cd4cc4d3e6,0.5485,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 230, ""page_end"": 230, ""chunk_id"": ""943b333286b99bc3a6f7ad45f397a0cd4cc4d3e6"", ""evidence_quote"": ""Intense or prolonged rainstorms are major""}]","Parameter: erosion
Fact: Intense or prolonged rainstorms are major factors affecting erosion.
Condition: intense or prolonged rainstorms
Recommended action: None",44730da922df0779936866dfa57aff47eae9e866
weather_crop_interaction,,etc,definition,Crop evapotranspiration (ETc) is calculated using a single crop coefficient approach.,,,,None,single crop coefficient method,None,Crop evapotranspiration - single crop coefficient (ETc),0.85,/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf,Fao56.pdf,19,19,,30f27156a627ce4c4a1af21c62543226b3d421a5,0.6237,"[{""source_name"": ""Fao56.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf"", ""page_start"": 19, ""page_end"": 19, ""chunk_id"": ""30f27156a627ce4c4a1af21c62543226b3d421a5"", ""evidence_quote"": ""Crop evapotranspiration - single crop coefficient (ETc)""}]","Parameter: etc
Fact: Crop evapotranspiration (ETc) is calculated using a single crop coefficient approach.
Condition: single crop coefficient method
Recommended action: None",0539e14fc4e7371e3c4d0bc76ebf4e0d2787cff7
weather_crop_interaction,,g,definition,"Soil heat flux (G) is estimated differently depending on the time step: day/ten-day, monthly, or hourly (daytime vs nighttime).",,,,None,"time step (daily, ten-day, monthly, hourly daytime, hourly nighttime)",None,Soil heat flux for hourly or shorter periods during daytime (Ghr),0.8,/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf,Fao56.pdf,19,19,,30f27156a627ce4c4a1af21c62543226b3d421a5,0.6237,"[{""source_name"": ""Fao56.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf"", ""page_start"": 19, ""page_end"": 19, ""chunk_id"": ""30f27156a627ce4c4a1af21c62543226b3d421a5"", ""evidence_quote"": ""Soil heat flux for hourly or shorter periods during daytime (Ghr)""}]","Parameter: g
Fact: Soil heat flux (G) is estimated differently depending on the time step: day/ten-day, monthly, or hourly (daytime vs nighttime).
Condition: time step (daily, ten-day, monthly, hourly daytime, hourly nighttime)
Recommended action: None",5d17b77e35f2c0e412e944af2d1022d48e1287f6
weather_crop_interaction,,kc,other_agronomic_fact,Extreme ranges expected in Kc for full grown crops as climate and weather change are listed as figure 21.,,,,None,None,None,Extreme ranges expected in Kc for full grown crops as climate and weather change,0.9,/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf,Fao56.pdf,12,12,,08d9a6e3f7063039f04d9727299ab69570f2b398,0.6567,"[{""source_name"": ""Fao56.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Fao56.pdf"", ""page_start"": 12, ""page_end"": 12, ""chunk_id"": ""08d9a6e3f7063039f04d9727299ab69570f2b398"", ""evidence_quote"": ""Extreme ranges expected in Kc for full grown crops as climate and weather change""}]","Parameter: kc
Fact: Extreme ranges expected in Kc for full grown crops as climate and weather change are listed as figure 21.
Condition: None
Recommended action: None",6762d015e36dd3cd6c67d1a010803bee57eee9ba
